"legal_name","dba_name","city","county","zip","address","phone","website","owner_name","owner_age_estimate","owner_age_source","owner_tenure_years","years_in_business","provider_count_estimate","employee_count_estimate","is_distressed","distress_reasons","layer1_base_rate","layer1_comment","layer2_sellability","layer2_comment","layer3_behavioral_trigger","layer3_comment","layer4_market_pull","layer4_comment","final_score","final_tier","final_comment","value_add_thesis","confidence","data_completeness"
"Southwest Air Conditioning & Heating","","San Antonio","Bexar","","","","http://www.southwestairconditioningtx.com/","","","license_tenure_proxy","41","41","","","False","[]","70","Southwest Air Conditioning & Heating: business est. 1985 (41y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","75","Southwest Air Conditioning & Heating: residential service trade; est. 1985; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","55","Southwest Air Conditioning & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (41y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Southwest Air Conditioning & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","69","B_forward","Southwest Air Conditioning & Heating: final 69 (L1=70/L2=75/L3=55/L4=86). Healthy multi-decade independent HVAC shop in Bexar; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Beyer Air Conditioning and Heating, LLC","Beyer Boys","Selma","Bexar","","17153 Beyer John Dr","","https://beyerairconditioningheating.com/","Perry Beyer Jr., Pat Beyer, Jeff Beyer","","license_tenure_proxy","36","36","","","False","[]","35","Beyer Air Conditioning and Heating, LLC: business est. 1990 (36y); founder likely 55-65. Source: license_tenure_proxy.","88","Beyer Air Conditioning and Heating, LLC: residential service trade; est. 1990; sub_trade=residential_service_multi_trade_family. Brand-dealer status present (premium-network membership = quality signal). Multi-trade (HVAC + plumbing or electrical) — stickier customer base.","25","Beyer Air Conditioning and Heating, LLC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Beyer Air Conditioning and Heating, LLC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","53","C_watch","Beyer Air Conditioning and Heating, LLC: final 53. Re-score in ~90 days when enrichment-quality improves (needs CAD OV65, live team page, Comptroller status confirmed).","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","medium","0.45"
"IKE's Air Conditioning","","San Antonio","Bexar","","","","https://www.ikesair.com/","","","license_tenure_proxy","54","54","","","False","[]","70","IKE's Air Conditioning: business est. 1972 (54y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","75","IKE's Air Conditioning: residential service trade; est. 1972; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","55","IKE's Air Conditioning: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (54y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","IKE's Air Conditioning: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","69","B_forward","IKE's Air Conditioning: final 69 (L1=70/L2=75/L3=55/L4=86). Healthy multi-decade independent HVAC shop in Bexar; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Cowboys Air Conditioning & Heating","Cowboys AC","San Antonio","Bexar","","","","https://cowboysac.com/","","","license_tenure_proxy","41","41","","","False","[]","70","Cowboys Air Conditioning & Heating: business est. 1985 (41y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","75","Cowboys Air Conditioning & Heating: residential service trade; est. 1985; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","55","Cowboys Air Conditioning & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (41y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Cowboys Air Conditioning & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","69","B_forward","Cowboys Air Conditioning & Heating: final 69 (L1=70/L2=75/L3=55/L4=86). Healthy multi-decade independent HVAC shop in Bexar; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Air Texas","","San Antonio","Bexar","","","","https://www.airtxac.com/","","","license_tenure_proxy","29","29","","","False","[]","55","Air Texas: business est. 1997 (29y); founder likely 55-65. Source: license_tenure_proxy.","75","Air Texas: residential service trade; est. 1997; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","40","Air Texas: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Air Texas: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","60","B_forward","Air Texas: final 60 (L1=55/L2=75/L3=40/L4=86). Healthy multi-decade independent HVAC shop in Bexar; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Allstate Air and Heat","","San Antonio","Bexar","","","","https://www.allstateairsa.com/","","","unknown","","","","","False","[]","30","Allstate Air and Heat: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Allstate Air and Heat: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Allstate Air and Heat: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Allstate Air and Heat: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Bexar County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Stan's Heating, Air, Plumbing & Electrical","Stan's HVAC & Plumbing","Austin","Travis","","6016 Dillard Cir","","https://www.stansac.com/","Stan Johnson Sr. / Stan Jr.","","license_tenure_proxy","72","72","","","False","[]","80","Stan's Heating, Air, Plumbing & Electrical: business est. 1954 (72y); owner likely 65+ based on long tenure proxy. Source: license_tenure_proxy + website self-report. Confidence medium — no OV65 verified.","50","Stan's Heating, Air, Plumbing & Electrical: residential service trade; est. 1954; sub_trade=multi_trade_residential. No premium-network dealer status surfaced in spine; verify in enrichment. Multi-trade (HVAC + plumbing or electrical) — stickier customer base.","55","Stan's Heating, Air, Plumbing & Electrical: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (72y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Stan's Heating, Air, Plumbing & Electrical: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","40","D_pass","Size hard gate: Stan's Heating, Air, Plumbing & Electrical likely $15M+ revenue (multi-metro footprint or 100+ employees) — above SBA 7(a) attractive threshold. Forward-tier-only at best.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.45"
"A-Plus Air Conditioning & Home Solutions","A-Plus","Austin","Travis","","2116 White Horse Trl","","https://www.aplusac.com/","Yamin family","","license_tenure_proxy","49","49","","","False","[]","70","A-Plus Air Conditioning & Home Solutions: business est. 1977 (49y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","80","A-Plus Air Conditioning & Home Solutions: residential service trade; est. 1977; sub_trade=multi_trade_residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment. Multi-trade (HVAC + plumbing or electrical) — stickier customer base.","35","A-Plus Air Conditioning & Home Solutions: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (49y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","A-Plus Air Conditioning & Home Solutions: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","67","B_forward","A-Plus Air Conditioning & Home Solutions (Austin, est. 1977 — 49 yrs). Yamin Family multi-generation: Greg Yamin (President since 1982, ~65-75 yrs old), Sharon Yamin (co-owner), and **at least two second-generation Yamin children in operations**: Josh Yamin (Home Solutions Manager / Energy Auditor) and Stephanie Yamin (Customer Service, 'literally born into the family business'). Live team page fetched 2026-05-16 (https://www.aplusac.com/about-us/our-team/) — **internal succession structurally already in place**. Demote to B_forward: this is a structured internal-buyout candidate, not a coasting-solo-to-outside-buyer profile. Hand to buyer community as a B-tier; the Yamin kids are the natural buyer.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","high","0.55"
"Efficient AC, Electric & Plumbing","Efficient AC","Austin","Travis","78758","10315 Metropolitan Dr","","https://efficienttexas.com/","Molly Drazic / George Drazic","","license_tenure_proxy","50","50","","","False","[]","75","Efficient AC, Electric & Plumbing: business est. 1976 (50y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","85","Efficient AC, Electric & Plumbing: residential service trade; est. 1976; sub_trade=multi_trade_residential. Brand-dealer status present (premium-network membership = quality signal). Multi-trade (HVAC + plumbing or electrical) — stickier customer base.","72","Efficient AC, Electric & Plumbing: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Efficient AC, Electric & Plumbing: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","80","A_acquire_self","Efficient AC, Electric & Plumbing (Austin, est. 1976 — 50 yrs; Drazics own since 2008 — 18 yrs at helm). **Molly + George Drazic** are co-owners (President + CEO); UT-grads, longtime Austinites; estimated 56-67 yrs old. Live team page (fetched 2026-05-16) lists 8 department leads (none Drazic-surname); **mention sons raised in Austin but no son listed on team page = no internal successor on the operating org chart**. Multi-trade (HVAC + Electric + Plumbing) — stickier customer base. Carrier Factory Authorized Dealer + 2-time Austin Carrier President's Award winner. Long-tenured department leads (10-30 yr tenures general) — established operations. NO PE/platform footer affiliation. **Strong A-tier candidate**: owner age + tenure + no internal successor + premium dealer + multi-trade = textbook off-market sale profile in 2026.","Multi-trade leverage is the biggest underplayed lever — cross-sell HVAC customers into electrical and plumbing service agreements (most customers don't know Efficient does all three). ServiceTitan migration if not already; financing partner activation; comfort-club + total-home-service membership plan with multi-trade benefits. NATE + Master Electrician + Master Plumber credential ladder for in-house techs. Carrier authorized-dealer status preserves through ownership change. Real estate (10315 Metropolitan Dr Austin 78758) likely owner-occupied — sale-leaseback option. **Credible 1.5-2× EBITDA path over 24 months** because of the cross-sell unlock — multi-trade synergies in residential service are routinely underleveraged at this revenue tier ($3-8M est).","high","0.55"
"Austin Air Conditioning Inc.","Austin Air Conditioning","Pflugerville","Travis","78660","13620 Immanuel Rd","","https://austinairconditioning.com/","","","license_tenure_proxy","36","36","","","False","[]","55","Austin Air Conditioning Inc.: business est. 1990 (36y); founder likely 55-65. Source: license_tenure_proxy.","75","Austin Air Conditioning Inc.: residential service trade; est. 1990; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","45","Austin Air Conditioning Inc.: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Austin Air Conditioning Inc.: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","62","B_forward","Austin Air Conditioning Inc.: final 62 (L1=55/L2=75/L3=45/L4=87). Healthy multi-decade independent HVAC shop in Travis; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Precision Heating & Air","","Austin","Travis","","","","https://www.precisionheatac.com/","","","unknown","","","","","False","[]","30","Precision Heating & Air: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Precision Heating & Air: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Precision Heating & Air: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Precision Heating & Air: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Totally Cool Heating & Air","Totally Cool","Austin","Travis","","","","https://totallycoolac.com/","","","unknown","","","","","False","[]","30","Totally Cool Heating & Air: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Totally Cool Heating & Air: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Totally Cool Heating & Air: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","87","Totally Cool Heating & Air: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Travis County sub-market nudge +2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"The AC Guy of ATX","","Cedar Park","Williamson","","","","https://theacguy.com/","","","license_tenure_proxy","30","30","","","False","[]","35","The AC Guy of ATX: business est. 1996 (30y); founder likely 55-65. Source: license_tenure_proxy.","75","The AC Guy of ATX: residential service trade; est. 1996; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","30","The AC Guy of ATX: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","The AC Guy of ATX: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Williamson County sub-market nudge +0. SBA 7(a) financeable to $5M.","51","C_watch","The AC Guy of ATX: final 51. Re-score in ~90 days when enrichment-quality improves (needs CAD OV65, live team page, Comptroller status confirmed).","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","medium","0.45"
"Cedar Park Air Conditioning","","Cedar Park","Williamson","","","","https://www.cedarparkac.com/","","","license_tenure_proxy","30","30","","","False","[]","55","Cedar Park Air Conditioning: business est. 1996 (30y); founder likely 55-65. Source: license_tenure_proxy.","75","Cedar Park Air Conditioning: residential service trade; est. 1996; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","40","Cedar Park Air Conditioning: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Cedar Park Air Conditioning: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Williamson County sub-market nudge +0. SBA 7(a) financeable to $5M.","60","B_forward","Cedar Park Air Conditioning: final 60 (L1=55/L2=75/L3=40/L4=85). Healthy multi-decade independent HVAC shop in Williamson; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"Austin Air Conditioning (Autumn HVAC, LLC)","","Cedar Park","Williamson","","","","http://www.austinairconditioning.org/","","","unknown","","","","","False","[]","30","Austin Air Conditioning (Autumn HVAC, LLC): year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Austin Air Conditioning (Autumn HVAC, LLC): residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Austin Air Conditioning (Autumn HVAC, LLC): live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Austin Air Conditioning (Autumn HVAC, LLC): TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Williamson County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Minyard Company","","Cedar Park","Williamson","","","","https://www.minyardcompany.com/","","","unknown","","","","","False","[]","30","Minyard Company: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Minyard Company: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Minyard Company: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","85","Minyard Company: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Williamson County sub-market nudge +0. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Air Dynamics, Inc.","","San Angelo","Tom Green","","15 E. Highland Street","","","","","license_tenure_proxy","61","61","","","False","[]","80","Air Dynamics, Inc.: business est. 1965 (61y); owner likely 65+ based on long tenure proxy. Source: license_tenure_proxy + website self-report. Confidence medium — no OV65 verified.","75","Air Dynamics, Inc.: residential service trade; est. 1965; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","55","Air Dynamics, Inc.: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — long tenure (61y) without explicit successor = mild coasting tell. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","78","Air Dynamics, Inc.: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Tom Green County sub-market nudge -7. SBA 7(a) financeable to $5M.","71","B_forward","Air Dynamics, Inc.: final 71 (L1=80/L2=75/L3=55/L4=78). Healthy multi-decade independent HVAC shop in Tom Green; suitable for buyer-community forward.","AI dispatch + ServiceTitan migration; comfort-club membership upsell (typical lift +10-15% recurring); NATE-cert ladder for in-house techs; financing-partner activation (GoodLeap / Greensky / Synchrony); online booking + customer-portal modernization; sale-leaseback of yard if owner-occupied real estate; credible 1.3-1.8× EBITDA path over 18-24 months.","medium","0.45"
"McWilliams & Son","","Lufkin","Angelina","","","","","Irvin 'Mac' McWilliams (founder)","","license_tenure_proxy","52","52","","","False","[]","45","McWilliams & Son: business est. 1974 (52y); founder likely late 60s/early 70s. Source: license_tenure_proxy + website self-report.","75","McWilliams & Son: residential service trade; est. 1974; sub_trade=multi_location_residential. No premium-network dealer status surfaced in spine; verify in enrichment.","30","McWilliams & Son: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","78","McWilliams & Son: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Angelina County sub-market nudge -7. SBA 7(a) financeable to $5M.","53","C_watch","McWilliams & Son: final 53. Re-score in ~90 days when enrichment-quality improves (needs CAD OV65, live team page, Comptroller status confirmed).","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","medium","0.45"
"TexAS Ace Service","Texas Ace HVAC","","","","","","https://texasacehvac.com/","","","unknown","","","","","False","[]","30","TexAS Ace Service: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","TexAS Ace Service: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","TexAS Ace Service: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","83","TexAS Ace Service: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying.  County sub-market nudge -2. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Triple C HVAC","","Arlington","Tarrant","","","","https://www.triplecshvac.com/","","","unknown","","","","","False","[]","30","Triple C HVAC: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Triple C HVAC: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Triple C HVAC: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","86","Triple C HVAC: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Tarrant County sub-market nudge +1. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Be Cool A/C & Heating","Be Cool AC","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","Be Cool A/C & Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Be Cool A/C & Heating: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Be Cool A/C & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Be Cool A/C & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Texas Air Conditioning & Heating","","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","Texas Air Conditioning & Heating: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Texas Air Conditioning & Heating: residential service trade; tenure unknown; sub_trade=residential_service. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Texas Air Conditioning & Heating: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Texas Air Conditioning & Heating: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
"Hargrave Mechanical","","Houston","Harris","","","","","","","unknown","","","","","False","[]","30","Hargrave Mechanical: year established unverified from spine source. L1 capped at proxy-only score; needs CAD OV65 or website 'serving since' verification before promotion.","55","Hargrave Mechanical: residential service trade; tenure unknown; sub_trade=residential_commercial. No premium-network dealer status surfaced in spine; verify in enrichment.","35","Hargrave Mechanical: live team-page fetch NOT performed in this run (broad batch); L3 scored conservatively from spine-level signals only — no strong coasting signals captured at spine level. Cap on tier-promotion: requires live-fetch verification per skill non-negotiables.","88","Hargrave Mechanical: TX HVAC roll-up is the hottest skilled-trade vertical in 2026 — Apex Service Partners + Wrench + Service Champions + Sila all actively buying. Harris County sub-market nudge +3. SBA 7(a) financeable to $5M.","35","D_pass","Hard gate: less than 5 years in business or year unverified. Cap at C_watch max; default D_pass for unverified entry.","Generic AI/ops modernization possible but not bespoke until live enrichment surfaces specific gaps.","low","0.3"
